epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
40,0.7124,0.7601,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
41,0.7165,0.6992,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
42,0.7262,0.7026,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
43,0.7161,0.705,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
44,0.716,0.7881,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
45,0.7297,0.7252,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
46,0.7111,0.7668,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
47,0.7295,0.6931,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
48,0.7146,0.6982,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
49,0.7177,0.7152,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
50,0.7196,0.7032,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
51,0.7244,0.8049,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
52,0.7178,0.754,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
53,0.7165,0.7109,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
54,0.715,0.7254,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
55,0.7203,0.6936,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
56,0.7203,0.7059,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
57,0.7173,0.8642,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
58,0.7113,0.6948,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
59,0.7244,0.7496,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
60,0.7208,0.6981,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
61,0.7139,0.7541,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
