epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
29,0.5271,0.5273,0.7380110340925167,0.7362,SmallMLP-Tanh-Adagrad-0.01-0
30,0.5262,0.5268,0.7388598104399491,0.7372,SmallMLP-Tanh-Adagrad-0.01-0
31,0.5264,0.5264,0.7390012731645211,0.7374,SmallMLP-Tanh-Adagrad-0.01-0
32,0.5256,0.526,0.738718347715377,0.737,SmallMLP-Tanh-Adagrad-0.01-0
33,0.5256,0.5256,0.7392841986136653,0.7375,SmallMLP-Tanh-Adagrad-0.01-0
34,0.5243,0.5254,0.7408402885839581,0.7396,SmallMLP-Tanh-Adagrad-0.01-0
35,0.524,0.525,0.7401329749610978,0.7387,SmallMLP-Tanh-Adagrad-0.01-0
36,0.5242,0.5245,0.7399915122365257,0.7384,SmallMLP-Tanh-Adagrad-0.01-0
37,0.5239,0.5243,0.7401329749610978,0.7387,SmallMLP-Tanh-Adagrad-0.01-0
38,0.5233,0.5242,0.7401329749610978,0.7389,SmallMLP-Tanh-Adagrad-0.01-0
39,0.5228,0.5237,0.7404159004102419,0.7389,SmallMLP-Tanh-Adagrad-0.01-0
40,0.5222,0.5235,0.7397085867873815,0.7384,SmallMLP-Tanh-Adagrad-0.01-0
41,0.5215,0.5231,0.7398500495119535,0.7382,SmallMLP-Tanh-Adagrad-0.01-0
42,0.5217,0.5228,0.7398500495119535,0.7383,SmallMLP-Tanh-Adagrad-0.01-0
43,0.5215,0.5226,0.7397085867873815,0.7382,SmallMLP-Tanh-Adagrad-0.01-0
44,0.5213,0.5224,0.7397085867873815,0.7383,SmallMLP-Tanh-Adagrad-0.01-0
45,0.5208,0.5222,0.7411232140331023,0.7393,SmallMLP-Tanh-Adagrad-0.01-0
46,0.5203,0.522,0.7409817513085302,0.7397,SmallMLP-Tanh-Adagrad-0.01-0
47,0.5211,0.5216,0.7419719903805347,0.7403,SmallMLP-Tanh-Adagrad-0.01-0
48,0.5209,0.5214,0.7406988258593861,0.7392,SmallMLP-Tanh-Adagrad-0.01-0
49,0.5201,0.5213,0.7404159004102419,0.7391,SmallMLP-Tanh-Adagrad-0.01-0
50,0.5203,0.521,0.7412646767576744,0.7396,SmallMLP-Tanh-Adagrad-0.01-0
51,0.5199,0.5208,0.7412646767576744,0.7398,SmallMLP-Tanh-Adagrad-0.01-0
52,0.519,0.5206,0.742396378554251,0.7409,SmallMLP-Tanh-Adagrad-0.01-0
53,0.5194,0.5205,0.7419719903805347,0.7403,SmallMLP-Tanh-Adagrad-0.01-0
54,0.5182,0.5205,0.7406988258593861,0.7395,SmallMLP-Tanh-Adagrad-0.01-0
55,0.5195,0.5201,0.7421134531051068,0.7406,SmallMLP-Tanh-Adagrad-0.01-0
56,0.519,0.5201,0.7415476022068185,0.7403,SmallMLP-Tanh-Adagrad-0.01-0
57,0.5189,0.5198,0.7418305276559627,0.7403,SmallMLP-Tanh-Adagrad-0.01-0
58,0.518,0.5196,0.742537841278823,0.741,SmallMLP-Tanh-Adagrad-0.01-0
59,0.5177,0.5195,0.7422549158296788,0.7406,SmallMLP-Tanh-Adagrad-0.01-0
60,0.5177,0.5194,0.7422549158296788,0.7408,SmallMLP-Tanh-Adagrad-0.01-0
61,0.5168,0.5197,0.7416890649313905,0.7407,SmallMLP-Tanh-Adagrad-0.01-0
62,0.5172,0.519,0.742537841278823,0.741,SmallMLP-Tanh-Adagrad-0.01-0
63,0.5168,0.519,0.7421134531051068,0.7408,SmallMLP-Tanh-Adagrad-0.01-0
64,0.5175,0.5189,0.7431036921771114,0.7419,SmallMLP-Tanh-Adagrad-0.01-0
65,0.5167,0.5187,0.742396378554251,0.741,SmallMLP-Tanh-Adagrad-0.01-0
66,0.5167,0.5186,0.7431036921771114,0.7419,SmallMLP-Tanh-Adagrad-0.01-0
67,0.5161,0.5186,0.7435280803508275,0.7424,SmallMLP-Tanh-Adagrad-0.01-0
68,0.5159,0.5183,0.742396378554251,0.7409,SmallMLP-Tanh-Adagrad-0.01-0
69,0.5164,0.5182,0.7429622294525392,0.7417,SmallMLP-Tanh-Adagrad-0.01-0
70,0.5159,0.518,0.7433866176262555,0.742,SmallMLP-Tanh-Adagrad-0.01-0
71,0.5151,0.5179,0.7428207667279672,0.7413,SmallMLP-Tanh-Adagrad-0.01-0
72,0.516,0.5179,0.7432451549016834,0.7421,SmallMLP-Tanh-Adagrad-0.01-0
73,0.5153,0.5178,0.7433866176262555,0.7421,SmallMLP-Tanh-Adagrad-0.01-0
74,0.5153,0.5177,0.7431036921771114,0.7419,SmallMLP-Tanh-Adagrad-0.01-0
75,0.5152,0.5175,0.7431036921771114,0.7418,SmallMLP-Tanh-Adagrad-0.01-0
76,0.5147,0.5173,0.7435280803508275,0.7421,SmallMLP-Tanh-Adagrad-0.01-0
77,0.5148,0.5173,0.7433866176262555,0.742,SmallMLP-Tanh-Adagrad-0.01-0
78,0.5144,0.5172,0.7431036921771114,0.7414,SmallMLP-Tanh-Adagrad-0.01-0
79,0.5147,0.5172,0.7435280803508275,0.7424,SmallMLP-Tanh-Adagrad-0.01-0
80,0.5146,0.5169,0.744235393973688,0.7428,SmallMLP-Tanh-Adagrad-0.01-0
81,0.515,0.5168,0.7433866176262555,0.7418,SmallMLP-Tanh-Adagrad-0.01-0
82,0.5139,0.5167,0.7440939312491158,0.7427,SmallMLP-Tanh-Adagrad-0.01-0
83,0.514,0.5167,0.7438110057999717,0.7425,SmallMLP-Tanh-Adagrad-0.01-0
84,0.515,0.5165,0.7438110057999717,0.7423,SmallMLP-Tanh-Adagrad-0.01-0
85,0.5138,0.5165,0.7439524685245438,0.7427,SmallMLP-Tanh-Adagrad-0.01-0
86,0.5136,0.5164,0.7440939312491158,0.7428,SmallMLP-Tanh-Adagrad-0.01-0
87,0.5141,0.5164,0.7450841703211204,0.7439,SmallMLP-Tanh-Adagrad-0.01-0
88,0.5135,0.5163,0.7452256330456924,0.744,SmallMLP-Tanh-Adagrad-0.01-0
89,0.5135,0.5161,0.7435280803508275,0.7421,SmallMLP-Tanh-Adagrad-0.01-0
90,0.5129,0.516,0.7438110057999717,0.7423,SmallMLP-Tanh-Adagrad-0.01-0
91,0.5133,0.5159,0.7445183194228321,0.7431,SmallMLP-Tanh-Adagrad-0.01-0
92,0.5129,0.5158,0.7448012448719762,0.7434,SmallMLP-Tanh-Adagrad-0.01-0
93,0.5123,0.5157,0.7438110057999717,0.7423,SmallMLP-Tanh-Adagrad-0.01-0
94,0.513,0.5157,0.74437685669826,0.7429,SmallMLP-Tanh-Adagrad-0.01-0
95,0.5133,0.5156,0.7448012448719762,0.7434,SmallMLP-Tanh-Adagrad-0.01-0
96,0.5123,0.5155,0.7448012448719762,0.7433,SmallMLP-Tanh-Adagrad-0.01-0
97,0.5119,0.5154,0.7453670957702645,0.744,SmallMLP-Tanh-Adagrad-0.01-0
98,0.5126,0.5153,0.744235393973688,0.7427,SmallMLP-Tanh-Adagrad-0.01-0
99,0.5119,0.5153,0.7449427075965483,0.7435,SmallMLP-Tanh-Adagrad-0.01-0
100,0.5122,0.5152,0.7440939312491158,0.7425,SmallMLP-Tanh-Adagrad-0.01-0
1,0.7323,0.7312,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
2,0.7228,0.7249,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
3,0.7183,0.7203,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
4,0.7149,0.7167,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
5,0.7116,0.7137,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
6,0.709,0.7112,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
7,0.7067,0.709,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
